id_municipio,id_candidato_bd,genero,raca
2609402,819476,masculino,parda
2609402,1401510,masculino,parda
2609402,166719,feminino,parda
2609402,415662,masculino,parda
2609402,987719,masculino,parda
2609402,103746,feminino,parda
2609402,827341,feminino,parda
2609402,1270291,feminino,parda
2609501,1325734,masculino,parda
2609501,1154554,masculino,parda
2609600,174928,feminino,parda
2609600,785606,masculino,parda
2609600,1081231,masculino,parda
2609600,975677,masculino,parda
2609600,1028207,masculino,parda
2609600,551567,masculino,parda
2609600,100166,masculino,parda
2609600,321075,feminino,parda
2609600,548507,masculino,parda
2610103,787489,feminino,parda
2610103,467878,masculino,parda
2610103,1135462,feminino,parda
2610103,454657,masculino,parda
2610707,1762916,masculino,parda
2610707,818509,masculino,parda
2610707,561725,masculino,parda
2610707,792858,feminino,parda
2610707,1289364,masculino,parda
2610707,1221430,masculino,parda
2610905,744320,masculino,parda
2610905,751880,masculino,parda
2610905,1547003,masculino,parda
2610905,1173047,feminino,parda
2610905,1765911,masculino,parda
2610905,493230,masculino,parda
2610905,466331,feminino,parda
2610905,935419,masculino,parda
2610905,1411123,masculino,parda
2610905,1765867,feminino,parda
2610905,269619,masculino,parda
2610905,1128092,masculino,parda
2610905,574335,feminino,parda
2610905,752997,masculino,parda
2610905,1320487,masculino,parda
2610905,1730927,masculino,parda
2610905,914483,masculino,parda
2610905,1341101,feminino,parda
2610905,1265705,feminino,parda
2610905,1021158,masculino,parda
2610905,1156371,masculino,parda
2612000,749707,masculino,parda
2612000,650340,feminino,parda
2612000,1043764,feminino,parda
2612000,1127983,masculino,parda
2612000,771493,masculino,parda
2612000,1038406,masculino,parda
2613107,1184461,masculino,parda
2613107,1302571,masculino,parda
2613107,1270043,feminino,parda
2613107,995787,masculino,parda
2613107,562148,masculino,parda
2613107,613452,masculino,parda
2613107,1143364,masculino,parda
2613107,611568,masculino,parda
2613107,922717,masculino,parda
2613107,744238,masculino,parda
2613107,735455,feminino,parda
2613107,1152813,masculino,parda
2613404,858285,masculino,parda
2613404,1186791,feminino,parda
2614204,1069460,feminino,parda
2614204,1181977,feminino,parda
2614204,1002682,feminino,parda
2614204,651279,masculino,parda
2614204,183792,masculino,parda
2614204,1197667,feminino,parda
2614204,441667,masculino,parda
2614204,926448,masculino,parda
2614204,876778,feminino,parda
2614204,880644,masculino,parda
2615300,1343610,feminino,parda
2615300,448813,feminino,parda
2615300,1660444,feminino,parda
2615300,677676,masculino,parda
2615300,1041287,feminino,parda
2615508,195442,masculino,parda
2615508,1049223,masculino,parda
2616001,1191608,feminino,parda
2616001,65514,masculino,parda
2616001,516507,masculino,parda
2616001,967440,masculino,parda
2616001,1556359,masculino,parda
2616001,925331,feminino,parda
2616001,1329834,feminino,parda
2603454,1052765,masculino,parda
2603454,794437,masculino,parda
2603454,322812,masculino,parda
2603454,352654,masculino,parda
2603454,545083,feminino,parda
2603454,1093061,masculino,parda
2603454,723192,masculino,parda
2603454,1363390,masculino,parda
2603454,1320835,feminino,parda
2608453,1008178,feminino,parda
2608453,819676,masculino,parda
2608453,1407910,masculino,parda
2608453,538450,masculino,parda
2608453,1207178,masculino,parda
2608453,803962,masculino,parda
2608453,1075550,feminino,parda
2608453,1107019,masculino,parda
2608453,864657,feminino,parda
2608453,1226973,masculino,parda
2608453,1124557,masculino,parda
2608453,1105640,masculino,parda
2608453,699031,feminino,parda
2608453,517589,feminino,parda
2608453,1299961,masculino,parda
2612471,1458156,feminino,parda
2612471,1063951,masculino,parda
2612471,708380,masculino,parda
2612471,1350391,feminino,parda
2612471,1288506,masculino,parda
2612471,1112582,masculino,parda
2612471,1209522,masculino,parda
2612471,166061,feminino,parda
2612471,1368271,masculino,parda
2612471,1326573,masculino,parda
2612471,533879,masculino,parda
2612471,533861,masculino,parda
2612471,1075262,feminino,parda
2612471,1137146,feminino,parda
2600302,1322589,feminino,parda
2600302,1386929,masculino,parda
2600302,1084527,masculino,parda
2600302,197049,masculino,parda
2600302,926317,masculino,parda
2600302,110634,feminino,parda
2603926,1149228,masculino,parda
2600906,355849,masculino,parda
2600906,800034,masculino,parda
2600906,1195798,feminino,parda
2601052,1395514,feminino,parda
2601052,1086309,masculino,parda
2601052,1433914,masculino,parda
2601102,1373469,masculino,parda
2601102,55031,feminino,parda
2601102,926153,masculino,parda
2601102,502806,masculino,parda
2601102,1356092,feminino,parda
2601102,1648492,masculino,parda
2601102,1117919,masculino,parda
2601102,78133,masculino,parda
2601102,947486,feminino,parda
2601102,770749,masculino,parda
2601102,540008,masculino,parda
2601102,1505348,masculino,parda
2601102,532855,feminino,parda
2601102,576864,feminino,parda
2601201,1257404,masculino,parda
2601201,1210900,masculino,parda
2601201,1144988,masculino,parda
2601201,748000,feminino,parda
2601201,611709,feminino,parda
2601201,931489,masculino,parda
2601201,1203482,masculino,parda
2601201,1030315,feminino,parda
2609154,1218712,feminino,parda
2609154,469745,masculino,parda
2609154,85648,masculino,parda
2609154,1676667,masculino,parda
2609154,614996,masculino,parda
2609154,1055878,feminino,parda
2609154,505013,masculino,parda
2609154,1178508,masculino,parda
2609154,1201824,feminino,parda
2609154,1242454,masculino,parda
2609154,1195696,feminino,parda
2609154,1173293,feminino,parda
2609154,1054102,masculino,parda
2609154,733588,masculino,parda
2609154,1402968,masculino,parda
2601300,801580,masculino,parda
2601300,699159,feminino,parda
2601300,733737,masculino,parda
2601300,1135414,feminino,parda
2601300,1458570,masculino,parda
2601300,1325633,masculino,parda
2601409,1587434,masculino,parda
2601409,901723,masculino,parda
2601409,144799,masculino,parda
2601409,1029669,masculino,parda
2601409,1380701,masculino,parda
2601409,1342881,feminino,parda
2601409,1347569,masculino,parda
2612554,1323491,feminino,parda
2612554,970720,masculino,parda
2601706,879407,masculino,parda
2601706,419367,masculino,parda
2601706,153670,masculino,parda
2601706,939631,masculino,parda
2601706,995025,masculino,parda
2601706,1475692,masculino,parda
2601706,1205160,feminino,parda
2602100,752719,masculino,parda
2602100,1322624,feminino,parda
2602100,1642718,masculino,parda
2602100,1055452,masculino,parda
2602100,1403066,masculino,parda
2602100,418413,feminino,parda
2602100,981446,masculino,parda
2602100,1343353,feminino,parda
2602100,77704,feminino,parda
2602100,285650,masculino,parda
2602100,643293,feminino,parda
2602100,1015784,masculino,parda
2602100,49188,masculino,parda
2602100,368321,masculino,parda
2602209,920042,masculino,parda
2602209,1158578,feminino,parda
2602209,14927,masculino,parda
2602209,774565,feminino,parda
2602209,1368850,masculino,parda
2602209,1444652,feminino,parda
2602209,168663,masculino,parda
2602704,60155,feminino,parda
2602704,670651,masculino,parda
2602704,1414147,masculino,parda
2602704,637364,masculino,parda
2602704,910478,feminino,parda
2602704,1167326,masculino,parda
2602704,351219,feminino,parda
2602704,705718,feminino,parda
2602704,1498908,masculino,parda
2602704,998731,feminino,parda
2602704,1263432,masculino,parda
2602902,1114628,masculino,parda
2602902,754868,feminino,parda
2602902,1063424,masculino,parda
2602902,1132870,feminino,parda
2602902,850755,feminino,parda
2602902,606907,masculino,parda
2602902,1147797,feminino,parda
2602902,1065246,feminino,parda
2602902,217884,feminino,parda
2602902,1256464,masculino,parda
2602902,234772,feminino,parda
2602902,726188,masculino,parda
2602902,1056559,masculino,parda
2602902,780022,masculino,parda
2602902,1034616,masculino,parda
2602902,1100484,masculino,parda
2602902,1228948,masculino,parda
2602902,567746,masculino,parda
2603009,276988,masculino,parda
2603009,914975,masculino,parda
2603009,1165124,feminino,parda
2603009,720460,masculino,parda
2603009,1670452,feminino,parda
2603108,1025711,masculino,parda
2603108,1021057,masculino,parda
2603108,1222763,masculino,parda
2603108,1401733,masculino,parda
2603108,157227,masculino,parda
2603108,915680,masculino,parda
2603108,930717,masculino,parda
2603108,146922,feminino,parda
2603108,875864,masculino,parda
2603108,1294981,masculino,parda
2603108,1061185,feminino,parda
2603108,737697,feminino,parda
2603207,971991,masculino,parda
2603207,1253171,masculino,parda
2603207,1015546,feminino,parda
2603207,198446,masculino,parda
2603207,1439816,masculino,parda
2603207,981243,masculino,parda
2603207,484765,masculino,parda
2603306,1155570,masculino,parda
2603306,1089675,feminino,parda
2603306,1500526,feminino,parda
2603306,392277,masculino,parda
2603306,640975,feminino,parda
2603306,247973,masculino,parda
2603306,590468,masculino,parda
2603306,1271367,masculino,parda
2603306,667471,masculino,parda
2603306,1086106,masculino,parda
2604106,797859,masculino,parda
2604106,856320,masculino,parda
2604106,657504,masculino,parda
2604106,467502,masculino,parda
2604106,795803,feminino,parda
2604106,1752363,masculino,parda
2604106,549896,masculino,parda
2604106,909596,feminino,parda
2604106,1101797,feminino,parda
2604106,1178000,masculino,parda
2604106,253825,masculino,parda
2604106,1556099,masculino,parda
2604106,1177698,feminino,parda
2604106,612159,masculino,parda
2604502,1202281,masculino,parda
2604809,322648,masculino,parda
2604809,1049740,masculino,parda
2604809,231224,masculino,parda
2604809,1311781,feminino,parda
2604809,,masculino,parda
2604908,1068709,feminino,parda
2604908,1119404,masculino,parda
2604908,296163,feminino,parda
2604908,1546433,masculino,parda
2604908,1739085,masculino,parda
2604908,1266894,masculino,parda
2604908,1318085,masculino,parda
2604908,991272,masculino,parda
2604908,783224,masculino,parda
2604908,1311480,feminino,parda
2604908,1499475,masculino,parda
2604908,985614,feminino,parda
2604908,1120899,masculino,parda
2605004,1042486,feminino,parda
2605301,960093,masculino,parda
2605301,64371,feminino,parda
2605301,608885,masculino,parda
2605905,205127,feminino,parda
2605905,835728,masculino,parda
2605905,620112,masculino,parda
2605905,446441,masculino,parda
2605905,1029549,masculino,parda
2605905,530379,masculino,parda
2605905,905467,feminino,parda
2605905,984391,masculino,parda
2605905,1109530,masculino,parda
2605905,650649,masculino,parda
2605905,1279356,masculino,parda
2606002,1275682,masculino,parda
2606002,1144547,masculino,parda
2606002,1046066,masculino,parda
2606002,503494,masculino,parda
2606002,330986,masculino,parda
2606002,1252724,masculino,parda
2606002,1069433,feminino,parda
2606002,146037,masculino,parda
2606002,449579,masculino,parda
2606002,690252,masculino,parda
2606002,84051,masculino,parda
2606002,566902,masculino,parda
2606408,202239,masculino,parda
2606408,791240,feminino,parda
2606408,1759043,masculino,parda
2606408,461559,masculino,parda
2606408,1327407,masculino,parda
2606408,1285684,masculino,parda
2606408,1319855,masculino,parda
2606408,379087,masculino,parda
2606507,1218331,feminino,parda
2606507,1189682,masculino,parda
2606507,1133181,feminino,parda
2606606,26045,masculino,parda
2606606,607876,masculino,parda
2606606,1091735,masculino,parda
2606606,1053219,masculino,parda
2606606,1171420,masculino,parda
2606606,980357,masculino,parda
2607000,1065089,masculino,parda
2607000,1733739,masculino,parda
2607000,529243,masculino,parda
2607000,963544,feminino,parda
2607000,558559,feminino,parda
2607000,691408,masculino,parda
2607000,1755314,masculino,parda
2607000,1289035,masculino,parda
2607000,933115,masculino,parda
2607000,1426190,feminino,parda
2607000,312508,masculino,parda
2607000,1169359,masculino,parda
2607000,1035855,feminino,parda
2607000,1272139,feminino,parda
2607000,1136374,feminino,parda
2607000,1794696,masculino,parda
2607208,994836,masculino,parda
2607208,792568,masculino,parda
2607208,1104804,masculino,parda
2607208,1006283,feminino,parda
2607208,1365169,masculino,parda
2607208,686969,feminino,parda
2607208,1199868,masculino,parda
2607208,1663173,masculino,parda
2607505,699619,feminino,parda
2607505,871789,masculino,parda
2607505,1316493,feminino,parda
2607505,240068,masculino,parda
2607505,597212,feminino,parda
2607505,1514177,masculino,parda
2607505,1221181,masculino,parda
2607505,435000,feminino,parda
2607505,1009075,masculino,parda
2607505,1323308,feminino,parda
2607505,612570,masculino,parda
2607505,1199893,masculino,parda
2607505,701829,masculino,parda
2607505,224901,masculino,parda
2607505,1482352,masculino,parda
2607505,1728766,feminino,parda
2607505,33025,masculino,parda
2607604,66091,feminino,parda
2607604,1802713,feminino,parda
2607604,603132,masculino,parda
2607604,559538,feminino,parda
2607604,239001,masculino,parda
2607604,1236274,masculino,parda
2607604,630934,masculino,parda
2607802,296092,feminino,parda
2607802,1309496,feminino,parda
2607802,1349665,masculino,parda
2607802,1135670,masculino,parda
2607802,1136133,masculino,parda
2607802,610232,masculino,parda
2607802,62598,feminino,parda
2608503,1224752,feminino,parda
2608503,1079878,masculino,parda
2608503,607949,masculino,parda
2608503,922511,masculino,parda
2608503,1022818,feminino,parda
2608602,611344,masculino,parda
2608602,1108084,masculino,parda
2608602,735520,masculino,parda
2608602,1025186,masculino,parda
2608602,73681,masculino,parda
2608602,1185926,feminino,parda
2608602,41430,feminino,parda
2608602,1283825,masculino,parda
2608701,1729309,masculino,parda
2608701,639275,feminino,parda
2608701,978092,feminino,parda
2608701,1681724,masculino,parda
2608701,738289,masculino,parda
2608701,1762596,feminino,parda
2608701,1348066,feminino,parda
2608701,814630,masculino,parda
2608701,555384,feminino,parda
2608701,969731,masculino,parda
2608701,905121,masculino,parda
2608701,985400,feminino,parda
2608701,982786,masculino,parda
2608800,428441,masculino,parda
2608800,1789307,masculino,parda
2608800,53813,feminino,parda
2608800,304087,feminino,parda
2608800,924530,masculino,parda
2608800,946551,masculino,parda
2608800,225609,feminino,parda
2608800,571020,masculino,parda
2608800,722818,masculino,parda
2608800,1172942,masculino,parda
2608800,1357276,feminino,parda
2608800,286237,masculino,parda
2608800,906358,masculino,parda
2608909,910048,feminino,parda
2608909,939676,feminino,parda
2608909,32677,feminino,parda
2608909,1392398,masculino,parda
2608909,1113887,feminino,parda
2608909,661673,masculino,parda
2608909,25215,masculino,parda
2608909,734374,masculino,parda
2608909,193255,feminino,parda
2608909,1126322,masculino,parda
2608909,437302,masculino,parda
2608909,1010387,masculino,parda
2609006,196967,masculino,parda
2609006,1011417,masculino,parda
2609006,784063,masculino,parda
2609006,938626,masculino,parda
2609006,621526,feminino,parda
2609204,483268,feminino,parda
2609204,1324294,masculino,parda
2609204,189316,masculino,parda
2609204,1471106,feminino,parda
2609204,715966,masculino,parda
2609600,1228135,feminino,parda
2609600,650536,masculino,parda
2609600,322056,feminino,parda
2609600,607323,feminino,parda
2609600,788935,masculino,parda
2609600,100251,masculino,parda
2609808,738440,masculino,parda
2609808,1157613,masculino,parda
2609808,912811,masculino,parda
2609808,1365779,masculino,parda
2610004,580179,masculino,parda
2610004,1022512,masculino,parda
2610004,469614,feminino,parda
2610004,1398513,masculino,parda
2610004,239275,masculino,parda
2610004,132806,masculino,parda
2610004,1426557,feminino,parda
2610103,744209,masculino,parda
2610103,1247464,masculino,parda
2610103,158291,feminino,parda
2610103,1137085,masculino,parda
2610103,1374493,masculino,parda
2610103,255933,masculino,parda
2610103,1405365,feminino,parda
2610103,547133,masculino,parda
