id_municipio,id_candidato_bd,genero,raca
2607901,1224927,masculino,parda
2607901,906147,feminino,parda
2607901,1041101,masculino,parda
2607901,912402,masculino,parda
2607901,1657280,masculino,parda
2607901,1457426,masculino,parda
2607901,569661,feminino,parda
2607901,94032,feminino,parda
2607901,1670412,feminino,parda
2607901,235533,masculino,parda
2607901,1098560,feminino,parda
2607901,535510,masculino,parda
2607901,736988,masculino,parda
2607901,206069,feminino,parda
2607901,534775,masculino,parda
2607901,1081590,masculino,parda
2607901,863864,masculino,parda
2607901,1066569,masculino,parda
2607901,1616453,masculino,parda
2607901,309509,feminino,parda
2607901,1098032,feminino,parda
2607901,514837,masculino,parda
2608107,1098048,masculino,parda
2608107,804171,masculino,parda
2608107,121348,feminino,parda
2608107,1367919,masculino,parda
2608107,1521990,masculino,parda
2608107,831323,masculino,parda
2608107,912654,masculino,parda
2608107,1575954,feminino,parda
2608107,1233537,masculino,parda
2608305,987905,masculino,parda
2608305,162476,masculino,parda
2608305,1157809,masculino,parda
2608701,1202713,masculino,parda
2608701,1347828,masculino,parda
2608701,1395841,feminino,parda
2608701,1098167,masculino,parda
2608701,983764,masculino,parda
2608701,639181,masculino,parda
2608701,1562163,masculino,parda
2608701,923799,feminino,parda
2608701,1580609,feminino,parda
2608800,1261712,masculino,parda
2608800,688213,masculino,parda
2608800,714907,masculino,parda
2608800,1395355,masculino,parda
2608800,865388,masculino,parda
2608800,1311285,feminino,parda
2608800,744961,masculino,parda
2608800,640489,masculino,parda
2608800,1258942,feminino,parda
2608800,1241921,feminino,parda
2609204,698821,masculino,parda
2609204,1326894,masculino,parda
2609204,1048956,masculino,parda
2609204,1704824,masculino,parda
2609204,1790783,masculino,parda
2609204,1198446,feminino,parda
2609204,1277974,masculino,parda
2609204,1065158,feminino,parda
2609204,1344300,feminino,parda
2609204,,masculino,parda
2609204,1048959,masculino,parda
2609303,675518,masculino,parda
2609303,504856,feminino,parda
2609303,989619,feminino,parda
2609303,577558,masculino,parda
2609501,651952,masculino,parda
2609501,551160,masculino,parda
2609501,1029104,masculino,parda
2609501,699562,feminino,parda
2609501,1225359,feminino,parda
2609501,958016,feminino,parda
2609501,533986,masculino,parda
2609501,863556,feminino,parda
2609501,1306097,masculino,parda
2609501,1042744,masculino,parda
2609600,236929,feminino,parda
2609600,1082141,masculino,parda
2609600,718069,masculino,parda
2609600,73608,masculino,parda
2609600,532521,masculino,parda
2609600,515262,masculino,parda
2609600,726477,feminino,parda
2609600,155900,masculino,parda
2609600,419645,masculino,parda
2609600,864089,masculino,parda
2610004,1398444,masculino,parda
2610004,1306227,feminino,parda
2610004,1006970,feminino,parda
2610004,1269951,feminino,parda
2610004,1405103,feminino,parda
2610004,1152787,masculino,parda
2610004,839931,masculino,parda
2610004,1398308,feminino,parda
2610103,796571,feminino,parda
2610103,1219903,feminino,parda
2610103,1311394,masculino,parda
2610103,1248027,masculino,parda
2610103,1171115,masculino,parda
2610103,1144090,masculino,parda
2610103,58962,feminino,parda
2610301,1051959,masculino,parda
2610301,1165230,masculino,parda
2610301,578011,masculino,parda
2610301,1061794,masculino,parda
2610301,562701,feminino,parda
2610301,1188622,feminino,parda
2610301,1531845,masculino,parda
2610509,698753,masculino,parda
2610509,744480,feminino,parda
2610509,632983,masculino,parda
2610509,103618,masculino,parda
2610608,697713,masculino,parda
2610608,261900,masculino,parda
2610608,1067811,masculino,parda
2610608,653616,feminino,parda
2610608,1282324,feminino,parda
2610608,895284,masculino,parda
2610608,1073241,masculino,parda
2610608,1167798,feminino,parda
2610608,485487,masculino,parda
2610608,1235550,masculino,parda
2610608,1064283,masculino,parda
2610608,792663,masculino,parda
2610608,1312514,feminino,parda
2610707,146347,feminino,parda
2610707,1254290,masculino,parda
2610707,1276485,masculino,parda
2610707,544437,masculino,parda
2610707,1068555,masculino,parda
2610707,1065162,masculino,parda
2610707,284143,masculino,parda
2610707,320873,masculino,parda
2610707,1724681,masculino,parda
2610707,963303,masculino,parda
2610707,1326458,feminino,parda
2610707,1174722,feminino,parda
2610707,1033008,masculino,parda
2610707,117637,masculino,parda
2610707,1101389,feminino,parda
2610707,985777,masculino,parda
2611002,309195,masculino,parda
2611002,1357596,masculino,parda
2611002,957165,masculino,parda
2611002,613953,masculino,parda
2611002,761183,masculino,parda
2611002,1544841,masculino,parda
2611002,360868,feminino,parda
2611002,1281620,masculino,parda
2611002,843909,feminino,parda
2611002,1039008,masculino,parda
2611002,613981,masculino,parda
2611101,1262599,masculino,parda
2611101,638265,masculino,parda
2611101,1012140,masculino,parda
2611101,705363,masculino,parda
2611101,1637906,feminino,parda
2611101,1380699,masculino,parda
2611101,644881,masculino,parda
2611101,467236,masculino,parda
2611101,1340201,feminino,parda
2611101,1412344,feminino,parda
2611101,455126,masculino,parda
2611408,1345827,masculino,parda
2611408,987405,masculino,parda
2611408,961552,masculino,parda
2611408,1683701,masculino,parda
2611408,1593082,masculino,parda
2611408,239409,feminino,parda
2611705,953088,masculino,parda
2611903,686463,masculino,parda
2611903,990603,masculino,parda
2611903,1359688,feminino,parda
2611903,988100,masculino,parda
2611903,1092994,feminino,parda
2612208,1176500,masculino,parda
2612208,584825,feminino,parda
2612208,1363472,feminino,parda
2612208,619912,masculino,parda
2612208,89531,feminino,parda
2612505,1233304,feminino,parda
2612505,1491856,masculino,parda
2612505,1271264,masculino,parda
2612505,1006962,masculino,parda
2612505,1227213,feminino,parda
2612505,1245858,masculino,parda
2612505,531332,masculino,parda
2612505,1639526,masculino,parda
2612505,1319762,feminino,parda
2612505,1071634,masculino,parda
2612505,660289,feminino,parda
2612505,1207670,feminino,parda
2612505,1552440,masculino,parda
2613107,845009,masculino,parda
2613107,1383047,masculino,parda
2613107,1319527,feminino,parda
2613107,1034814,masculino,parda
2613107,131094,masculino,parda
2613107,1750635,masculino,parda
2613107,214722,masculino,parda
2613107,950317,feminino,parda
2613107,1146516,masculino,parda
2613107,1648234,feminino,parda
2613107,744230,masculino,parda
2613107,395349,feminino,parda
2613206,244429,masculino,parda
2613206,1021469,feminino,parda
2613206,974072,masculino,parda
2613206,1273936,masculino,parda
2613206,191669,feminino,parda
2613206,296421,masculino,parda
2613206,994409,feminino,parda
2613206,1020343,feminino,parda
2613206,780235,masculino,parda
2613206,1057246,masculino,parda
2613206,1337170,masculino,parda
2613206,1019186,masculino,parda
2613404,1164309,masculino,parda
2613404,1139904,masculino,parda
2613404,1075215,feminino,parda
2613404,1209009,masculino,parda
2613404,1189026,masculino,parda
2613404,820240,masculino,parda
2613701,350868,masculino,parda
2613701,1157649,masculino,parda
2613701,595592,masculino,parda
2613701,1008687,masculino,parda
2613701,1035863,masculino,parda
2613701,938064,feminino,parda
2613701,635672,masculino,parda
2613701,923983,feminino,parda
2613701,651497,masculino,parda
2613701,1335442,masculino,parda
2614006,1515768,masculino,parda
2614006,228783,masculino,parda
2614006,1059811,masculino,parda
2614006,1606005,masculino,parda
2614006,518208,masculino,parda
2614006,641505,masculino,parda
2614006,774405,feminino,parda
2614006,356928,feminino,parda
2614006,1584631,feminino,parda
2614204,1110563,masculino,parda
2614204,687773,masculino,parda
2614204,945040,masculino,parda
2614204,1138314,masculino,parda
2614204,654577,masculino,parda
2614204,1118710,masculino,parda
2614204,1806832,feminino,parda
2614204,1060096,feminino,parda
2614204,1141933,feminino,parda
2615003,277111,masculino,parda
2615003,1026236,feminino,parda
2615003,1132897,masculino,parda
2615003,1469819,masculino,parda
2615003,1070661,masculino,parda
2615003,1235092,feminino,parda
2615003,1368100,feminino,parda
2615003,438127,masculino,parda
2615003,386591,masculino,parda
2615300,1744078,masculino,parda
2615300,1109914,masculino,parda
2615300,1662030,masculino,parda
2615300,757114,masculino,parda
2615300,1589536,masculino,parda
2615300,495024,masculino,parda
2615300,909113,masculino,parda
2615300,669759,feminino,parda
2615300,691104,masculino,parda
2615300,1062389,feminino,parda
2615300,641362,masculino,parda
2615409,1368204,masculino,parda
2615409,398363,masculino,parda
2615409,984743,masculino,parda
2616100,1229251,masculino,parda
2616100,1471409,masculino,parda
2616100,1204210,feminino,parda
2616100,33305,masculino,parda
2616209,1140493,feminino,parda
2616209,654275,feminino,parda
2616209,654295,masculino,parda
2616209,99416,masculino,parda
2616209,973764,feminino,parda
2616209,1079833,masculino,parda
2616209,277937,masculino,parda
2616209,1358100,feminino,parda
2616209,876830,feminino,parda
2616209,940551,masculino,parda
2616209,93903,masculino,parda
2616209,1382225,masculino,parda
2616209,928949,masculino,parda
2616209,797980,masculino,parda
2616407,1808067,masculino,parda
2616407,1542045,masculino,parda
2616407,1291533,feminino,parda
2616407,1800171,masculino,parda
2616407,570245,feminino,parda
2603454,1211487,masculino,parda
2603454,1106131,feminino,parda
2603454,1728803,masculino,parda
2603454,1082688,feminino,parda
2603454,185397,masculino,parda
2603454,403361,masculino,parda
2603454,1639791,feminino,parda
2603454,1340690,masculino,parda
2603454,726136,masculino,parda
2603454,255902,masculino,parda
2603454,1009381,masculino,parda
2603454,1746274,masculino,parda
2600054,1769426,feminino,parda
2600054,1162227,feminino,parda
2600054,540130,masculino,parda
2600054,63762,feminino,parda
2600054,1143341,feminino,parda
2600054,243569,masculino,parda
2600054,697838,masculino,parda
2600054,1031530,masculino,parda
2607752,755952,masculino,parda
2607752,1228922,masculino,parda
2607752,242148,masculino,parda
2607752,1362509,masculino,parda
2607752,1019606,feminino,parda
2607752,773415,masculino,parda
2607752,669445,masculino,parda
2607752,735021,masculino,parda
2607752,259038,feminino,parda
2607752,1037200,feminino,parda
2607752,1236618,masculino,parda
2607752,1288477,feminino,parda
2600302,1451655,masculino,parda
2600302,557057,feminino,parda
2600302,621315,masculino,parda
2600302,1283987,masculino,parda
2600302,1569341,feminino,parda
2616506,1028521,feminino,parda
2616506,807510,masculino,parda
2616506,1271303,feminino,parda
2616506,1295044,feminino,parda
2600708,1093712,masculino,parda
2600708,962485,feminino,parda
2600708,336914,masculino,parda
2600906,1013658,masculino,parda
2600906,1426023,feminino,parda
2600906,677384,masculino,parda
2600906,1253784,masculino,parda
2600906,1283456,masculino,parda
2600906,1386036,masculino,parda
2600906,1295299,feminino,parda
2600906,1356201,masculino,parda
2600906,1316615,masculino,parda
2600906,1014611,masculino,parda
2600906,550343,masculino,parda
2600906,219162,feminino,parda
2600906,800049,feminino,parda
2601052,1133207,masculino,parda
2601052,1177983,masculino,parda
2601052,1444602,masculino,parda
2601052,352618,masculino,parda
2601052,195810,masculino,parda
2601052,860355,masculino,parda
2601052,1400215,feminino,parda
2601052,243502,masculino,parda
2601052,1043459,masculino,parda
2601052,1561659,masculino,parda
2601052,1265074,feminino,parda
2601052,1281172,masculino,parda
2601052,1324325,feminino,parda
2601052,1357561,feminino,parda
2601102,1246487,masculino,parda
2601102,1516745,masculino,parda
2601102,775189,masculino,parda
2601102,801317,feminino,parda
2601102,865716,feminino,parda
2601102,303304,masculino,parda
2601102,373275,masculino,parda
2601102,1809287,masculino,parda
2601102,419172,masculino,parda
2601102,1136260,masculino,parda
2601102,1031621,feminino,parda
2601102,611391,masculino,parda
2601201,1602533,masculino,parda
2601201,1135989,masculino,parda
2601201,1476014,masculino,parda
2608057,100657,masculino,parda
2608057,1714760,masculino,parda
2608057,1000283,feminino,parda
2608057,1057240,masculino,parda
2608057,505587,masculino,parda
2608057,793294,masculino,parda
2601409,168326,feminino,parda
2601409,303016,masculino,parda
2601409,1037480,feminino,parda
2601409,1196866,masculino,parda
2601409,671258,masculino,parda
2601409,1286853,feminino,parda
2601409,1095939,masculino,parda
2601409,1051012,masculino,parda
2601409,1063417,masculino,parda
2601409,1130181,feminino,parda
2607950,733781,masculino,parda
2607950,1114973,feminino,parda
2607950,956174,feminino,parda
2607950,1188722,masculino,parda
2607950,1413823,masculino,parda
2607950,1120402,masculino,parda
2607950,101768,feminino,parda
2607950,668332,masculino,parda
2607950,998314,masculino,parda
2607950,1383764,masculino,parda
2602100,1350229,feminino,parda
2602100,1350353,masculino,parda
2602605,1228327,feminino,parda
2602605,1104809,masculino,parda
2602605,658665,masculino,parda
2602605,471162,feminino,parda
2602605,1337486,masculino,parda
2602605,1230484,masculino,parda
2602803,56471,masculino,parda
2602902,451342,masculino,parda
2602902,1152805,feminino,parda
2602902,1750956,masculino,parda
2602902,925167,feminino,parda
2602902,1587537,masculino,parda
2602902,1789778,feminino,parda
2602902,990981,masculino,parda
2602902,1682028,masculino,parda
2603405,1396473,feminino,parda
2603405,1071508,masculino,parda
2603405,860419,feminino,parda
2603405,550872,feminino,parda
2603405,1408043,masculino,parda
2603405,648712,masculino,parda
2603405,1331253,feminino,parda
2603405,1018955,masculino,parda
2603405,877163,masculino,parda
2603405,735491,masculino,parda
2603405,1127017,masculino,parda
2603405,1547169,masculino,parda
2604106,982652,feminino,parda
2604106,793258,masculino,parda
2604106,619879,feminino,parda
2604106,995716,masculino,parda
2604106,466022,feminino,parda
2604106,1226812,masculino,parda
2604106,206452,feminino,parda
2604106,1400821,feminino,parda
2604205,1458945,masculino,parda
2604205,1388080,masculino,parda
2604205,1117596,masculino,parda
2604205,241895,feminino,parda
2604205,45659,masculino,parda
2604205,416989,feminino,parda
2604205,1369341,masculino,parda
2604205,1219935,feminino,parda
2604205,1190168,masculino,parda
2604205,1042691,masculino,parda
2604205,505271,masculino,parda
2604205,1382258,feminino,parda
2604205,722743,masculino,parda
2604205,1345015,feminino,parda
2604205,803569,masculino,parda
2604205,1093136,feminino,parda
2604205,1328781,masculino,parda
2604205,1302900,masculino,parda
2604205,698081,masculino,parda
2604502,1132845,feminino,parda
2604502,1684709,masculino,parda
2604502,1079757,masculino,parda
2604502,990321,masculino,parda
2604502,1161341,masculino,parda
2604502,1296848,masculino,parda
2604502,1294768,masculino,parda
2604502,1351748,masculino,parda
2604502,1106776,feminino,parda
2604502,904228,feminino,parda
2604502,1390658,feminino,parda
2604502,569083,masculino,parda
2605004,1747627,masculino,parda
2605004,122863,feminino,parda
2605004,86800,feminino,parda
2605004,1252387,masculino,parda
2605004,1199090,masculino,parda
2605004,1719850,masculino,parda
2605004,780242,masculino,parda
2605004,155445,masculino,parda
2605004,607142,feminino,parda
2605202,595582,masculino,parda
2605202,671197,masculino,parda
2605202,1307548,masculino,parda
2605202,1433472,masculino,parda
2605202,1594137,masculino,parda
2605202,948485,feminino,parda
2605202,1260014,masculino,parda
2605202,239780,masculino,parda
2605202,122222,feminino,parda
2605202,786974,masculino,parda
2605202,598626,masculino,parda
2605202,33597,masculino,parda
2605202,687938,masculino,parda
2605202,954935,masculino,parda
2605202,928648,feminino,parda
2605301,1021510,masculino,parda
2605301,846356,masculino,parda
2605301,1078635,masculino,parda
2605301,1293821,masculino,parda
2605301,1387332,feminino,parda
2605301,637992,masculino,parda
2605301,1716885,masculino,parda
2605301,1648591,feminino,parda
2605301,1588204,masculino,parda
2605301,795085,masculino,parda
2605301,1726228,feminino,parda
2605301,1122011,feminino,parda
2605301,597865,masculino,parda
2605509,309068,feminino,parda
2605509,1335575,masculino,parda
2605509,1386085,masculino,parda
2605509,1755427,masculino,parda
2606002,1237844,masculino,parda
2606002,843811,feminino,parda
2606002,855643,masculino,parda
2606002,1176308,feminino,parda
2606002,1093945,masculino,parda
2606002,923310,masculino,parda
2606002,1003804,masculino,parda
2606002,1351643,masculino,parda
2606002,1693185,feminino,parda
2606002,568305,masculino,parda
2606200,1067872,feminino,parda
2606200,1013469,feminino,parda
2606200,1141184,masculino,parda
2606200,143064,masculino,parda
2606200,701087,masculino,parda
2606200,630216,masculino,parda
2606200,1526590,masculino,parda
2606200,1038110,feminino,parda
2606200,1223557,masculino,parda
2606200,1504370,masculino,parda
2606408,818641,masculino,parda
2606408,998262,feminino,parda
2606408,225387,masculino,parda
2606408,947956,feminino,parda
2606804,905380,masculino,parda
2606804,988631,masculino,parda
2606804,1160826,masculino,parda
2606804,1252211,masculino,parda
2606804,1375296,masculino,parda
2606804,1542337,feminino,parda
2606804,365150,masculino,parda
2606804,985103,feminino,parda
2606804,910855,masculino,parda
2606804,783345,masculino,parda
2606804,834464,masculino,parda
2607208,1137669,masculino,parda
2607208,1099354,feminino,parda
2607208,195533,masculino,parda
2607208,1001143,masculino,parda
2607208,57933,feminino,parda
2607208,1363510,masculino,parda
2607208,747282,masculino,parda
2607208,1075738,masculino,parda
2607208,333657,masculino,parda
2607208,816066,masculino,parda
2607208,1124533,feminino,parda
2607208,31667,masculino,parda
2607604,668172,masculino,parda
2607604,1211483,feminino,parda
2607604,958852,masculino,parda
2607604,145201,masculino,parda
2607604,1153737,masculino,parda
2607604,675360,feminino,parda
2607604,1785149,masculino,parda
2607604,414065,feminino,parda
2607604,976453,masculino,parda
2607802,545025,feminino,parda
2607802,1311227,masculino,parda
2607802,624023,masculino,parda
2607802,1798419,masculino,parda
2607901,286102,masculino,parda
2607901,1585932,masculino,parda
2607901,1808710,masculino,parda
2608107,1321361,masculino,parda
2608107,1414328,masculino,parda
2608107,1297497,masculino,parda
2608107,1508243,masculino,parda
2608107,569492,feminino,parda
2608107,1054633,masculino,parda
2608107,184340,masculino,parda
2608107,1315714,masculino,parda
2608107,1253001,masculino,parda
2608404,1004502,masculino,parda
2608404,1163350,masculino,parda
2608404,482197,masculino,parda
2608404,1390976,feminino,parda
2608404,1102774,feminino,parda
2608602,1377524,masculino,parda
2608602,1302169,masculino,parda
2608602,715716,masculino,parda
2608602,1370079,feminino,parda
2608602,1392542,feminino,parda
2608602,875554,masculino,parda
2608602,1393612,feminino,parda
2608602,921517,masculino,parda
2608602,1138979,masculino,parda
2608602,1061425,masculino,parda
2608909,1710392,feminino,parda
2609402,1500017,feminino,parda
2609402,109634,masculino,parda
2609402,746139,masculino,parda
2609402,971538,feminino,parda
2609402,1401134,feminino,parda
2609402,1122420,masculino,parda
2609402,1262706,feminino,parda
2609402,1254511,masculino,parda
2609402,1288437,masculino,parda
2609402,1307010,masculino,parda
2609402,37822,feminino,parda
2609402,634168,feminino,parda
2609402,901690,masculino,parda
2609402,973577,masculino,parda
2609501,718861,masculino,parda
2609501,223707,masculino,parda
2609501,772774,masculino,parda
2609501,912256,masculino,parda
2609501,294003,masculino,parda
2609501,805025,masculino,parda
2609501,77122,masculino,parda
2609600,520229,feminino,parda
2609600,1763461,masculino,parda
2609600,1005206,masculino,parda
2609600,849242,masculino,parda
2609600,237205,masculino,parda
2609600,723100,masculino,parda
2609600,1134626,masculino,parda
2609600,184687,masculino,parda
2609600,1546335,masculino,parda
2609600,288870,feminino,parda
2609600,292093,feminino,parda
2609600,952166,masculino,parda
2609600,1699711,masculino,parda
2609600,402313,feminino,parda
2609600,736170,masculino,parda
2609600,1304262,masculino,parda
2610004,639124,feminino,parda
2610004,1642654,feminino,parda
2610004,1210664,masculino,parda
2610004,194896,feminino,parda
2610004,1594159,masculino,parda
2610004,446711,masculino,parda
2610509,1094468,masculino,parda
2610509,863752,masculino,parda
2610509,975624,masculino,parda
2610509,771377,masculino,parda
2610509,131519,masculino,parda
2610707,240020,masculino,parda
2610707,550757,masculino,parda
2610707,202915,masculino,parda
2610707,772904,masculino,parda
2610707,833571,feminino,parda
2610707,770372,feminino,parda
2610707,1188318,masculino,parda
2610707,1033246,feminino,parda
2610707,1276273,masculino,parda
2610707,1011015,masculino,parda
2610707,742553,feminino,parda
2610707,505451,masculino,parda
2610707,1232377,feminino,parda
2610707,1010666,masculino,parda
2610707,1229736,masculino,parda
2610707,566786,masculino,parda
2610707,1451121,feminino,parda
2611002,232367,masculino,parda
2611002,920824,masculino,parda
2611002,489258,masculino,parda
2611002,1419037,feminino,parda
2611002,687816,feminino,parda
2611002,416243,feminino,parda
2611002,123100,masculino,parda
2611002,1118436,masculino,parda
2611002,1522600,masculino,parda
2611002,158451,masculino,parda
2611002,1113791,masculino,parda
2611002,65344,masculino,parda
2611002,1126566,feminino,parda
2611002,1402840,feminino,parda
2611101,703286,masculino,parda
2611101,1159884,masculino,parda
2611101,935707,masculino,parda
2611101,818174,masculino,parda
2611101,273809,masculino,parda
2611101,1202710,masculino,parda
2611101,249897,masculino,parda
2611101,732720,feminino,parda
2611101,1058387,masculino,parda
2611606,100158,feminino,parda
2611606,546516,masculino,parda
2611606,1033290,feminino,parda
2611606,261110,masculino,parda
2611606,1264674,masculino,parda
2611606,1383319,feminino,parda
2611606,156673,masculino,parda
2611606,598085,feminino,parda
2611606,514921,masculino,parda
2611606,482234,masculino,parda
2611606,849200,feminino,parda
2611606,580502,masculino,parda
2611606,633375,masculino,parda
2611606,497985,masculino,parda
2611606,1383845,masculino,parda
2611606,567115,feminino,parda
2611606,599278,masculino,parda
2611606,1312666,masculino,parda
2611606,1270520,feminino,parda
2611705,1196152,masculino,parda
2611705,1178183,masculino,parda
2611804,575224,masculino,parda
2611804,1149882,feminino,parda
2611804,931851,masculino,parda
2611804,909111,masculino,parda
2611804,469766,masculino,parda
2611804,1122377,feminino,parda
2611804,452165,masculino,parda
2611804,1042371,masculino,parda
2611804,907827,masculino,parda
2611804,664195,masculino,parda
2612505,754726,masculino,parda
2612505,1392658,masculino,parda
2612505,285202,masculino,parda
2612505,1781485,masculino,parda
2612505,923863,feminino,parda
2612505,549137,masculino,parda
2612505,1280127,masculino,parda
2612505,531384,masculino,parda
2612505,169720,masculino,parda
2612505,1088193,feminino,parda
2612505,1710454,feminino,parda
2612505,1025651,masculino,parda
2612505,1139386,masculino,parda
2612604,1160024,masculino,parda
2612604,1368659,feminino,parda
2612604,598690,masculino,parda
2612604,1584661,masculino,parda
2612901,804669,feminino,parda
2613107,690714,masculino,parda
2613107,899647,masculino,parda
2613107,1346628,feminino,parda
2613107,1379675,feminino,parda
2613107,1318949,feminino,parda
2613107,1112130,masculino,parda
2613107,1310699,feminino,parda
2613107,1001919,masculino,parda
2613107,128297,masculino,parda
2613107,1270046,masculino,parda
2613107,1116436,feminino,parda
2613107,171513,masculino,parda
2613107,533955,masculino,parda
2613107,1373600,masculino,parda
2613107,1422243,masculino,parda
2613107,1033600,masculino,parda
2613107,1724538,masculino,parda
2613107,1286005,masculino,parda
2613107,926548,feminino,parda
2613107,1306518,masculino,parda
2613909,1308973,feminino,parda
2613909,1140347,masculino,parda
2613909,1556052,feminino,parda
2613909,467305,masculino,parda
2613909,533627,masculino,parda
2613909,1326984,feminino,parda
2613909,615626,masculino,parda
2613909,996037,feminino,parda
2613909,1096053,masculino,parda
2614105,804559,feminino,parda
2614105,931729,masculino,parda
2614105,1726706,masculino,parda
2614105,555947,masculino,parda
2614204,1182545,feminino,parda
2614204,1776244,feminino,parda
2614204,1274895,feminino,parda
2614204,704896,masculino,parda
2614204,1050371,masculino,parda
2614204,1239932,masculino,parda
2614204,920114,masculino,parda
2614204,805487,feminino,parda
2615300,494840,feminino,parda
2615300,448499,masculino,parda
2615300,935267,masculino,parda
2615300,1175117,feminino,parda
2615300,651024,masculino,parda
2615300,1211926,feminino,parda
2615300,717928,feminino,parda
2615300,535115,masculino,parda
2615300,102073,masculino,parda
2615607,614666,feminino,parda
2615607,965061,masculino,parda
2615607,5643,feminino,parda
2615607,691051,masculino,parda
2615607,127691,masculino,parda
2615607,982921,masculino,parda
2615607,888882,masculino,parda
2615607,1406306,masculino,parda
2615607,1120626,masculino,parda
2615607,1103219,masculino,parda
2615607,1141264,masculino,parda
2615607,614444,feminino,parda
2615607,571346,masculino,parda
2615607,531493,masculino,parda
2615607,640625,feminino,parda
2615607,1261453,masculino,parda
2615607,1001604,feminino,parda
2615607,564221,masculino,parda
2615607,1023035,masculino,parda
2615607,964259,feminino,parda
2615706,1026824,masculino,parda
2603454,1639403,masculino,parda
2603454,122617,masculino,parda
2603454,748404,masculino,parda
2603454,792693,masculino,parda
2603454,832930,masculino,parda
2603454,1251943,feminino,parda
2603454,671416,masculino,parda
2603454,638890,feminino,parda
2603454,1331191,masculino,parda
2603454,419250,masculino,parda
2603454,62402,masculino,parda
2603454,396786,feminino,parda
2603454,1565377,masculino,parda
2603454,759673,masculino,parda
2603454,990939,masculino,parda
2603454,469666,masculino,parda
2603454,926280,feminino,parda
2600054,1237629,feminino,parda
2600054,359024,feminino,parda
2600054,59604,feminino,parda
2600104,1199023,masculino,parda
2600104,729909,masculino,parda
2600104,1273080,masculino,parda
2600104,928367,feminino,parda
2600104,1090357,feminino,parda
2600203,366010,feminino,parda
2600203,905591,masculino,parda
2600203,1016404,masculino,parda
2600203,1358101,feminino,parda
2600203,16434,feminino,parda
2600203,369813,masculino,parda
2612471,1093388,masculino,parda
2612471,568802,masculino,parda
2612471,853375,masculino,parda
2612471,1414618,feminino,parda
2612471,612278,feminino,parda
2616183,1026169,masculino,parda
2616183,1189500,masculino,parda
2616183,1064233,feminino,parda
2616183,1116723,masculino,parda
2616183,968907,feminino,parda
2616183,893497,masculino,parda
2616183,1301612,masculino,parda
2616183,1060170,masculino,parda
2601201,1147276,masculino,parda
2601201,1494348,masculino,parda
2601201,92186,feminino,parda
2614857,1132569,masculino,parda
2614857,931479,masculino,parda
2614857,1199536,masculino,parda
2614857,1062003,feminino,parda
2614857,1167475,masculino,parda
2614857,883640,masculino,parda
2614857,1106555,masculino,parda
2614857,972684,masculino,parda
2614857,803205,feminino,parda
2614857,1113219,feminino,parda
2614857,567596,masculino,parda
2614857,62742,feminino,parda
2614857,1084419,feminino,parda
2614857,860057,masculino,parda
2614857,1232347,masculino,parda
2601706,796072,masculino,parda
2601706,217839,masculino,parda
2601706,590222,masculino,parda
2601706,1293565,feminino,parda
2601706,595302,masculino,parda
2601706,197667,feminino,parda
2601706,1346284,masculino,parda
2601706,1768813,feminino,parda
2601706,1061060,feminino,parda
2601706,1235689,masculino,parda
2601706,590000,masculino,parda
2601706,957414,masculino,parda
2602100,1373585,feminino,parda
2602100,359355,masculino,parda
2602100,1203096,feminino,parda
2602308,1256782,masculino,parda
2602902,978676,masculino,parda
2602902,320341,masculino,parda
2602902,1044568,masculino,parda
2602902,894924,masculino,parda
2602902,567364,masculino,parda
2602902,538241,masculino,parda
2602902,1000761,masculino,parda
2602902,1056446,masculino,parda
2602902,598467,masculino,parda
2602902,1099350,feminino,parda
2602902,1008467,masculino,parda
2602902,1111140,masculino,parda
2602902,1353694,masculino,parda
2602902,1058762,masculino,parda
2602902,666110,masculino,parda
2602902,880233,masculino,parda
2602902,1344179,feminino,parda
2602902,1215085,feminino,parda
2604007,539717,masculino,parda
2604007,580117,feminino,parda
2604007,544224,masculino,parda
2604007,851153,masculino,parda
2604007,1666320,masculino,parda
2604007,1272949,masculino,parda
2604007,198410,masculino,parda
2604007,940886,feminino,parda
2604007,1502156,masculino,parda
2604007,593884,masculino,parda
2604007,1258981,masculino,parda
2604007,517575,masculino,parda
2604007,1252011,masculino,parda
2604007,784257,feminino,parda
2604106,621358,feminino,parda
2604106,691650,feminino,parda
2604106,1157037,masculino,parda
2604106,788849,masculino,parda
2604106,1236057,masculino,parda
2604106,773220,masculino,parda
2604106,1553572,masculino,parda
2604106,559952,masculino,parda
2604106,914976,masculino,parda
2604106,253091,masculino,parda
2604106,1066975,feminino,parda
2604106,530244,masculino,parda
2604205,235132,masculino,parda
2604205,1807273,masculino,parda
2604205,669156,masculino,parda
2604205,1339951,feminino,parda
2604205,548648,masculino,parda
2604205,313743,masculino,parda
2604205,754049,masculino,parda
2604205,609634,feminino,parda
2604205,1383010,feminino,parda
2604205,687515,masculino,parda
2604205,802736,masculino,parda
2604205,1642636,feminino,parda
2604601,1048006,masculino,parda
2604601,939851,masculino,parda
2604601,562808,masculino,parda
2604601,1559762,feminino,parda
2604601,1771229,feminino,parda
2604601,1120622,masculino,parda
2604809,982264,masculino,parda
2604809,834868,masculino,parda
2606002,544588,masculino,parda
2606002,182409,masculino,parda
2606002,467665,masculino,parda
2606002,1041521,masculino,parda
2606002,1144272,feminino,parda
