id_municipio,id_candidato_bd,resultado
2612455,1089137,nao eleito
2614501,182479,suplente
2614501,216935,suplente
2614501,1101103,suplente
2614501,563134,suplente
2614501,911627,suplente
2614501,634847,eleito por qp
2614501,124058,suplente
2614501,771200,suplente
2614501,1084230,suplente
2614501,1095683,suplente
2614501,593369,suplente
2614501,950139,suplente
2614501,654057,eleito por qp
2614501,1185819,eleito por media
2614501,825736,suplente
2614501,1056544,suplente
2614501,124083,eleito por qp
2614501,1058376,suplente
2602902,1716122,nao eleito
2602902,1539265,nao eleito
2602902,482787,nao eleito
2602902,1140784,nao eleito
2602902,1037670,nao eleito
2602902,1151175,nao eleito
2602902,975801,nao eleito
2602902,994463,nao eleito
2602902,1469855,nao eleito
2602902,143742,nao eleito
2602902,1008487,nao eleito
2602902,413778,nao eleito
2602902,1340312,nao eleito
2602902,1018412,nao eleito
2602902,1687274,nao eleito
2602902,515473,nao eleito
2602902,567406,nao eleito
2602902,471374,nao eleito
2602902,13281,nao eleito
2602902,1176063,nao eleito
2602902,1627259,nao eleito
2602902,649774,nao eleito
2602902,1007786,nao eleito
2610608,540066,suplente
2610608,1304334,suplente
2610608,1334763,suplente
2610608,1243058,eleito por qp
2610608,1199506,suplente
2610608,1232016,suplente
2610608,865338,suplente
2610608,1143068,suplente
2610608,771763,suplente
2610608,1161238,eleito por qp
2610608,1008182,suplente
2610608,1176091,suplente
2610608,1078720,suplente
2610608,1159344,suplente
2610608,988043,suplente
2610608,794329,suplente
2610608,139599,suplente
2610608,1021192,suplente
2610608,1663613,suplente
2610608,988746,suplente
2600054,395844,suplente
2600054,1368647,suplente
2600054,320276,suplente
2600054,943046,suplente
2600054,1175320,eleito por media
2600054,1257156,suplente
2600054,514399,suplente
2600054,1064002,suplente
2600054,1589932,suplente
2600054,754399,suplente
2600054,1019298,suplente
2600054,294675,suplente
2600054,1050418,suplente
2600054,1140755,suplente
2600054,544311,suplente
2600054,1480515,suplente
2604809,446393,eleito por qp
2604809,1433150,suplente
2604809,994289,suplente
2604809,1709833,suplente
2604809,805044,suplente
2604809,1469887,suplente
2604809,551339,suplente
2604809,746116,suplente
2604809,609450,suplente
2604809,1268983,suplente
2604809,1199558,suplente
2604809,1342170,eleito por qp
2604809,698210,suplente
2606705,953439,eleito por media
2606705,1481439,suplente
2606705,1121391,suplente
2606705,1171931,suplente
2606705,1482521,suplente
2606705,1342082,suplente
2606705,642980,suplente
2606705,637476,eleito por qp
2606705,1599867,eleito por qp
2606705,1412897,suplente
2606705,951707,suplente
2606705,976334,suplente
2606705,923861,eleito por qp
2606705,1640082,eleito por qp
2611804,1667422,suplente
2611804,473489,suplente
2611804,671340,suplente
2611804,218287,suplente
2611804,619184,suplente
2611804,26120,suplente
2611804,900828,suplente
2611804,1189556,suplente
2611804,1151408,suplente
2611804,1154001,suplente
2611804,1097380,suplente
2611804,1328818,suplente
2611804,1152832,suplente
2611804,1406318,suplente
2611804,1180005,eleito por media
2611804,505758,suplente
2611804,1359090,suplente
2611804,1246579,suplente
2611804,1143541,suplente
2611804,760365,suplente
2611200,1372548,suplente
2611200,1115089,suplente
2611200,1363136,eleito por qp
2611200,1654740,suplente
2611200,56201,suplente
2611200,1709654,eleito por qp
2611200,596186,suplente
2611200,1216569,suplente
2611200,607225,suplente
2612000,969260,suplente
2612000,781488,suplente
2612000,1073033,suplente
2612000,1383983,suplente
2612000,1227572,suplente
2612000,613859,eleito por qp
2612000,1036752,suplente
2612000,253062,suplente
2612000,1526855,suplente
2604601,1409801,suplente
2604601,861790,suplente
2604601,1553727,eleito por qp
2604601,1608576,suplente
2604601,1095077,suplente
2604601,1331024,suplente
2604601,914259,suplente
2604601,594446,suplente
2604601,594662,suplente
2604601,861983,eleito por qp
2604601,703073,suplente
2604601,313212,suplente
2604601,1664876,suplente
2604601,770876,suplente
2613206,1056382,suplente
2613206,956720,suplente
2613206,572735,suplente
2613206,956666,suplente
2613206,937575,suplente
2613206,844925,suplente
2613206,345738,eleito por media
2613206,1347722,suplente
2613206,1022701,eleito por qp
2613206,961810,suplente
2607604,1040589,suplente
2607604,1041662,suplente
2607604,1211632,suplente
2607604,1084081,suplente
2607604,1164265,eleito por media
2607604,1184695,suplente
2607604,1181073,suplente
2607604,1065629,suplente
2607604,562293,suplente
2607604,895823,suplente
2607604,444391,suplente
2607604,941970,suplente
2607604,437499,suplente
2607604,547858,suplente
2607604,1136124,eleito por qp
2612471,1208771,suplente
2612471,70216,suplente
2612471,843839,eleito por qp
2612471,1122349,suplente
2612471,930791,suplente
2612471,904845,eleito por qp
2612471,1704811,suplente
2612471,1605704,suplente
2612471,789222,eleito por media
2612471,1172367,suplente
2610707,727148,nao eleito
2610707,782476,nao eleito
2610707,33534,nao eleito
2610707,546854,nao eleito
2610707,284520,nao eleito
2610707,9933,nao eleito
2610707,895342,nao eleito
2610707,137880,nao eleito
2610707,260685,nao eleito
2610707,196199,nao eleito
2610707,320781,nao eleito
2610707,1046656,nao eleito
2610707,1022469,nao eleito
2610707,737024,nao eleito
2610707,1056530,nao eleito
2610707,1019276,nao eleito
2610707,1781357,nao eleito
2610707,671983,nao eleito
2610707,1034301,nao eleito
2610707,1050663,nao eleito
2610707,5920,nao eleito
2610707,1215715,nao eleito
2610707,193392,nao eleito
2613107,1632314,suplente
2613107,70654,suplente
2613107,1675555,suplente
2613107,1374760,suplente
2613107,1145716,suplente
2613107,638094,suplente
2613107,1014736,suplente
2613107,923838,eleito por qp
2613107,1008867,eleito por qp
2613107,1289675,suplente
2613107,638090,suplente
2613107,611560,suplente
2613107,1204426,suplente
2613107,1077748,suplente
2613107,1632776,suplente
2613107,1096016,suplente
2613107,1353922,suplente
2613107,773753,eleito por media
2613107,1360471,suplente
2613107,1200410,suplente
2608701,270956,suplente
2608701,921569,eleito por qp
2608701,1767264,eleito por qp
2608701,139774,suplente
2608701,749831,suplente
2608701,682720,suplente
2608701,1126591,eleito por qp
2608701,52673,suplente
2608701,568314,eleito por qp
2608701,1742789,suplente
2608701,1346827,suplente
2608701,221013,suplente
2608701,1209313,suplente
2608701,699596,suplente
2608701,184774,suplente
2608701,1303382,suplente
2611606,542852,suplente
2611606,1411377,suplente
2611606,1058176,suplente
2611606,69962,suplente
2611606,1048894,suplente
2611606,1000937,suplente
2611606,1402590,suplente
2611606,794249,suplente
2611606,536449,suplente
2611606,80444,suplente
2611606,404331,suplente
2611606,195401,suplente
2611606,351845,suplente
2611606,744830,suplente
2611606,532441,suplente
2611606,1589797,suplente
2611606,756347,suplente
2611606,22683,suplente
2611606,563601,suplente
2611606,334859,suplente
2611606,141134,suplente
2611606,1197874,suplente
2611606,1768157,suplente
2611606,1297150,suplente
2611606,990283,suplente
2611606,1075997,suplente
2611606,519165,suplente
2611606,571083,suplente
2611606,439992,suplente
2611606,780298,suplente
2611606,298077,suplente
2611606,704277,suplente
2611606,144905,suplente
2611606,642396,suplente
2611606,1723444,suplente
2611606,701301,suplente
2611606,153234,suplente
2611606,190672,suplente
2611606,498780,suplente
2611606,707990,suplente
2611606,546964,eleito por qp
2611606,520049,suplente
2611606,514931,suplente
2611606,153225,suplente
2611606,1304879,suplente
2611606,1223154,suplente
2611606,1058092,suplente
2611606,218730,suplente
2611606,596225,suplente
2611606,1037675,suplente
2611606,543908,suplente
2616001,976175,suplente
2616001,562245,suplente
2616001,1233019,eleito por media
2616001,1093313,eleito por qp
2616001,1627167,suplente
2616001,1306986,suplente
2616001,158192,suplente
2616001,1466218,suplente
2616001,716053,suplente
2616001,1405683,suplente
2616001,628698,suplente
2616001,537334,eleito por qp
2616001,1216728,eleito por qp
2616001,1351810,suplente
2616001,1655517,suplente
2608057,1098076,suplente
2608057,1531685,suplente
2608057,979374,suplente
2608057,976358,eleito por qp
2608057,1340480,suplente
2608057,54476,suplente
2608057,939927,suplente
2608057,452806,eleito por media
2608057,905574,suplente
2608057,1178494,suplente
2608057,974877,suplente
2608057,956977,suplente
2608057,1189402,suplente
2608057,1190583,suplente
2602100,611691,suplente
2602100,943864,suplente
2602100,1295699,suplente
2602100,1704470,eleito por media
2602100,827493,suplente
2602100,1091557,eleito por qp
2602100,845625,suplente
2602100,805297,suplente
2602100,955403,suplente
2602100,1651685,eleito por qp
2602100,190940,suplente
2602100,735730,suplente
2602100,805260,suplente
2602100,955203,suplente
2602100,1049202,suplente
2611002,1287624,suplente
2611002,231294,suplente
2611002,1007798,suplente
2611002,1314318,eleito por media
2611002,911706,suplente
2611002,1344446,suplente
2611002,641012,suplente
2611002,229768,suplente
2611002,1380759,suplente
2611002,418593,suplente
2611002,1057428,suplente
2611002,1090795,suplente
2611002,691911,suplente
2611002,1156083,suplente
2611002,1131021,suplente
2611002,1420042,suplente
2616407,159271,suplente
2616407,929560,suplente
2616407,1111625,suplente
2616407,1145401,suplente
2616407,707317,suplente
2616407,498828,suplente
2616407,970654,eleito por qp
2616407,966311,suplente
2616407,967379,suplente
2616407,494938,eleito por qp
2616407,449308,suplente
2616407,973226,suplente
2616407,1019121,suplente
2616407,1012705,suplente
2616407,790176,suplente
2616407,1659518,suplente
2616407,1714479,eleito por media
2616407,1081281,suplente
2616407,790397,suplente
2616407,1015137,suplente
2616407,998340,suplente
2616407,1039404,suplente
2616407,1181674,suplente
2616407,1686462,eleito por qp
2616407,1329325,suplente
2616407,832456,suplente
2600807,1359520,suplente
2600807,1546070,suplente
2600807,567867,suplente
2600807,959084,suplente
2600807,1358950,suplente
2600807,1736471,suplente
2600807,1225991,suplente
2600807,158090,eleito por qp
2600807,555965,suplente
2609808,457640,nao eleito
2603454,539385,suplente
2603454,960455,suplente
2603454,816915,suplente
2603454,1224174,suplente
2603454,1112405,suplente
2603454,644947,suplente
2603454,320845,suplente
2603454,1055868,suplente
2603454,544247,suplente
2603454,1146938,suplente
2603454,1277041,suplente
2603454,1007379,suplente
2603454,947305,eleito por qp
2603454,509099,suplente
2603454,1628003,suplente
2603454,282354,suplente
2603454,1622936,suplente
2603454,785734,suplente
2603454,958025,suplente
2600708,562199,suplente
2600708,969008,eleito por qp
2600708,1216437,suplente
2600708,,suplente
2600708,109138,suplente
2600708,256275,suplente
2600708,1004547,suplente
2600708,1058432,eleito por media
2600708,1020800,suplente
2600708,524666,suplente
2600708,805881,suplente
2605004,1284962,nao eleito
2605004,484462,nao eleito
2605004,1329391,nao eleito
2605004,1381058,nao eleito
2605004,968175,nao eleito
2607653,1099330,suplente
2607653,1252677,suplente
2607653,1003968,suplente
2607653,1003835,suplente
2607653,1197598,eleito por qp
2607653,950584,suplente
2607653,549539,eleito por qp
2607653,1016930,suplente
2607653,1139085,suplente
2607653,543235,suplente
2607653,714569,suplente
2607653,1042994,suplente
2607653,1337632,suplente
2607653,1099306,suplente
2607653,1061206,suplente
2607653,809789,suplente
2609600,1554165,suplente
2609600,1400189,suplente
2609600,943910,eleito por media
2609600,1621498,suplente
2609600,1015917,suplente
2609600,1684446,suplente
2609600,893230,suplente
2609600,1699850,suplente
2609600,641903,suplente
2609600,558073,suplente
2609600,533673,suplente
2609600,1724252,suplente
2609600,1682413,suplente
2609600,1050659,suplente
2609600,1116703,suplente
2609600,1016977,suplente
2609600,1120401,suplente
2609600,360754,suplente
2609600,701020,suplente
2609600,580488,suplente
2609600,698715,suplente
2609600,1093726,suplente
2609600,599735,suplente
2609600,1091213,suplente
2609600,946281,suplente
2605301,755865,eleito por qp
2605301,1214268,eleito por qp
2605301,908273,suplente
2605301,184408,suplente
2605301,62540,suplente
2605301,785011,suplente
2605301,845783,suplente
2605301,715824,suplente
2605301,683038,suplente
2605301,1164387,suplente
2605301,976316,eleito por qp
2605301,123162,suplente
2605301,1620364,suplente
2605301,1343818,suplente
2605301,1530332,suplente
2605301,1671162,eleito por media
2605301,1080748,suplente
2605301,206419,suplente
2605301,371261,suplente
2613701,1179290,suplente
2613701,1367744,suplente
2613701,480328,suplente
2613701,557135,suplente
2613701,748196,suplente
2613701,1182200,suplente
2613701,963494,suplente
2613701,1064343,suplente
2613701,569158,suplente
2613701,901303,suplente
2613701,969609,suplente
2613701,963376,suplente
2613701,924137,eleito por media
2613701,607783,suplente
2613701,1009867,suplente
2613701,1032798,suplente
2613701,1057414,suplente
2613701,336611,suplente
2613701,676156,suplente
2613701,639473,suplente
2613701,818286,suplente
2610202,1396630,nao eleito
2610202,1154998,nao eleito
2610202,1139139,nao eleito
2610202,1469905,nao eleito
2610202,1717290,nao eleito
2610202,1142989,nao eleito
2609303,1358517,suplente
2609303,1338342,suplente
2609303,1034401,suplente
2609303,1315033,suplente
2609303,1021830,suplente
2609303,1289229,suplente
2609303,1190782,suplente
2609303,1302825,suplente
2609303,562499,suplente
2609303,1280064,suplente
2609303,1393301,suplente
2609303,818058,suplente
2609303,1037341,eleito por qp
2609303,1187150,suplente
2607901,1609129,suplente
2607901,784842,suplente
2607901,758174,suplente
2607901,1647259,suplente
2607901,1625885,suplente
2607901,564327,suplente
2607901,536742,suplente
2607901,652698,suplente
2607901,104060,suplente
2607901,794251,suplente
2607901,450256,suplente
2607901,1687811,suplente
2607901,563764,suplente
2607901,569119,eleito por qp
2607901,410581,suplente
2607901,558766,suplente
2607901,326927,suplente
2607901,203066,suplente
2612307,804927,suplente
2612307,1105786,suplente
2612307,921936,eleito por qp
2612307,911117,suplente
2612307,1362919,suplente
2612307,1615118,suplente
2612307,285713,eleito por qp
2612307,986571,suplente
2612307,1369013,suplente
2612307,909863,suplente
2612307,794057,suplente
2612307,1308582,suplente
2612307,1092315,suplente
2612307,1439275,suplente
2612307,285421,suplente
2603207,1389908,suplente
2603207,795779,eleito por qp
2603207,979536,suplente
2603207,303512,suplente
2603207,1061243,eleito por qp
2603207,484758,suplente
2603207,1367403,suplente
2603207,977599,eleito por qp
2603207,1517256,eleito por qp
2603207,631127,suplente
2603207,1210740,suplente
2603207,1216331,suplente
2603207,1166843,suplente
2603207,1015552,suplente
2603207,1299610,suplente
2603207,1067323,suplente
2604304,1334373,suplente
2604304,1096504,suplente
2604304,991051,suplente
2604304,846378,suplente
2604304,640889,eleito por qp
2604304,396683,eleito por qp
2604304,127010,suplente
2604304,634570,eleito por media
2606804,783352,nao eleito
2606804,957436,nao eleito
2606804,1133361,nao eleito
2606804,534081,nao eleito
2606804,1304102,nao eleito
2606804,721218,nao eleito
2606804,1276735,nao eleito
2606804,991833,nao eleito
2606804,1017342,nao eleito
2606804,505039,nao eleito
2606804,1019988,nao eleito
2606804,224061,nao eleito
2606804,1013088,nao eleito
2606804,1276937,nao eleito
2606804,1078725,nao eleito
2613305,810857,suplente
2613305,1184385,suplente
2613305,1383543,suplente
2613305,1190662,eleito por qp
2613305,1385222,suplente
2613305,1035242,suplente
2613305,416100,suplente
2613305,648163,suplente
2613305,1467627,suplente
2613305,1122291,suplente
2613305,1064394,suplente
2613305,450428,suplente
2613305,677461,suplente
2613305,1104249,suplente
2607802,1499350,suplente
2607802,529873,suplente
2607802,630130,suplente
2607802,,suplente
2607802,879588,suplente
2607802,1037584,suplente
2607802,1072863,suplente
2607802,1026030,eleito por qp
2607802,790908,suplente
2607802,442585,suplente
2607802,1318360,suplente
2607802,1272260,suplente
2607802,3820,suplente
2601508,1390335,suplente
2601508,1324463,eleito por qp
2601508,1056986,suplente
2601508,621849,suplente
2601508,256444,suplente
2601508,204307,suplente
2601508,204309,eleito por media
2601508,1285691,suplente
2601508,1112112,eleito por qp
2601508,1277785,suplente
2601508,1356299,suplente
2601508,1366426,eleito por qp
2612505,1149706,nao eleito
2612505,1300768,nao eleito
2612505,1188627,nao eleito
2612505,1149662,nao eleito
2612505,1220148,nao eleito
2612505,992518,nao eleito
2612505,1081767,nao eleito
2604007,1471060,suplente
2604007,667158,suplente
2604007,550556,suplente
2604007,1063644,suplente
2604007,1802827,suplente
2604007,1622629,eleito por media
2604007,1594832,suplente
2604007,1030220,suplente
2604007,460492,suplente
2604007,879123,suplente
2604007,239135,suplente
2604007,1111118,suplente
2604007,147402,suplente
2604007,931055,suplente
2604007,1061784,suplente
2604007,201389,suplente
2604007,1346138,suplente
2604007,418500,suplente
2604007,1369975,suplente
2604007,1321248,eleito por qp
2604007,834008,suplente
2604007,446562,suplente
2604007,1346450,suplente
2604007,470752,suplente
2604007,1182363,suplente
2603504,502708,suplente
2603504,1536371,suplente
2603504,1285279,eleito por qp
2603504,957421,eleito por media
2603504,229931,suplente
2603504,774318,suplente
2603504,962929,eleito por qp
2603504,1230681,suplente
2603504,1703389,suplente
2603504,621270,suplente
2603504,1788909,suplente
2603504,717415,suplente
2603504,610292,suplente
2603504,1188635,suplente
2603504,621240,suplente
2603504,273531,eleito por qp
2603504,293670,suplente
2610905,220082,suplente
2610905,1122070,suplente
2610905,1809252,eleito por qp
2610905,1626372,eleito por qp
2610905,653492,suplente
2610905,1576108,suplente
2610905,1306178,suplente
2610905,1765859,suplente
2610905,804305,suplente
2610905,846185,suplente
2610905,1133910,suplente
2610905,894652,suplente
2610905,982915,suplente
2610905,1152554,suplente
2610905,1556395,suplente
2610905,1151132,eleito por media
2610905,1330375,suplente
2610905,167027,eleito por qp
2610905,643385,eleito por media
2610905,498660,suplente
2610905,1280194,suplente
2610905,75232,suplente
2603603,1260266,nao eleito
2603603,1366915,nao eleito
2609204,1472915,nao eleito
2609204,331947,nao eleito
2609204,1430946,nao eleito
2609204,1089325,nao eleito
2609204,573673,nao eleito
2609204,1602030,nao eleito
2609204,1284231,nao eleito
2609204,678978,nao eleito
2602506,1476873,suplente
2602506,1348064,eleito por qp
2602506,1051751,suplente
2602506,44277,suplente
2602506,1177889,eleito por qp
2602506,153678,suplente
2602506,1218264,eleito por qp
2602506,1523332,suplente
2602506,1399584,suplente
2602506,165830,suplente
2602506,1379509,eleito por qp
2602506,899090,suplente
2602506,1043542,suplente
2602506,1003840,suplente
2615805,1392185,nao eleito
2615805,1216606,nao eleito
2615805,679370,nao eleito
2601805,24356,suplente
2601805,553202,suplente
2601805,277911,eleito por qp
2601805,1191042,suplente
2601805,1063885,eleito por media
2601805,703908,suplente
2601805,995286,eleito por qp
2601805,744307,suplente
2601805,606562,eleito por qp
2601805,1406964,suplente
2601805,1559025,suplente
2601805,142922,eleito por qp
2601805,1288427,suplente
2616506,939434,suplente
2616506,130759,suplente
2616506,1755394,suplente
2616506,571703,suplente
2616506,1313841,suplente
2616506,1241923,suplente
2616506,1244623,eleito por qp
2616506,1363138,suplente
2616506,1040014,suplente
2616506,1713645,suplente
2616506,1090956,suplente
2602407,987844,suplente
2602407,1306789,suplente
2602407,1057478,suplente
2602407,1171186,suplente
2602407,622732,suplente
2602407,876207,suplente
2602407,1409156,suplente
2602407,1110430,suplente
2602407,561168,eleito por qp
2602407,1410476,suplente
2602407,1270801,suplente
2612604,1444401,suplente
2612604,707677,suplente
2612604,410088,eleito por qp
2612604,1356752,suplente
2612604,1207828,eleito por qp
2612604,708577,suplente
2612604,1033929,suplente
2612604,236540,suplente
2612703,445036,nao eleito
2612703,1156744,nao eleito
2612703,1446255,nao eleito
2612703,964149,nao eleito
2612703,1267152,nao eleito
2612703,1265451,nao eleito
2612703,566851,nao eleito
2612703,576662,nao eleito
2601706,1499676,suplente
2601706,589105,suplente
2601706,927947,suplente
2601706,1226915,suplente
2601706,722370,suplente
2601706,579097,suplente
2601706,1155089,suplente
2601706,1648735,eleito por qp
2601706,1794729,eleito por media
2601706,562742,suplente
2601706,204158,suplente
2601706,1096375,suplente
2601706,1171801,suplente
2601706,1557306,eleito por qp
2601706,1362356,suplente
2601706,1664839,suplente
2611101,1780952,suplente
2611101,775425,suplente
2611101,516358,suplente
2611101,562784,suplente
2611101,144979,suplente
2611101,450110,suplente
2611101,531688,suplente
2611101,35011,suplente
2611101,489616,suplente
2611101,170777,suplente
2611101,35020,suplente
2611101,1143725,suplente
2611101,989169,suplente
2611101,775418,suplente
2611101,1016579,suplente
2611101,1290485,suplente
2611101,902262,suplente
2611101,1408443,suplente
2611101,529934,suplente
2611101,1043470,eleito por media
2611101,1390803,suplente
2611101,691524,suplente
2611101,147132,suplente
2611101,531452,suplente
2611101,455293,eleito por qp
2611101,1485065,suplente
2611101,812796,suplente
2611101,911172,suplente
2611101,946679,suplente
2611101,1068219,suplente
2611101,951820,suplente
2611101,1146688,suplente
2611101,809035,eleito por qp
2604403,25776,nao eleito
2604403,1260101,nao eleito
2604403,1009799,nao eleito
2604403,1154859,nao eleito
2604403,1200692,nao eleito
2604403,1749805,nao eleito
2604403,1305052,nao eleito
2604403,1365962,nao eleito
2604403,978674,nao eleito
2604403,1111573,nao eleito
2608453,1561948,suplente
2608453,103272,suplente
2608453,744137,suplente
2608453,1456468,eleito por media
2608453,1051103,suplente
2608453,1126575,suplente
2608453,937659,suplente
2608453,1187766,suplente
2608453,431973,suplente
2608453,744142,suplente
2608453,772715,suplente
2608453,335490,suplente
2608453,864406,suplente
2608453,1105920,suplente
2608453,1107619,suplente
2608453,1510273,suplente
2603009,1117413,suplente
2603009,1277120,suplente
2603009,1430057,suplente
2603009,1289418,eleito por qp
2603009,1145786,suplente
2603801,795784,suplente
2603801,1078649,suplente
2603801,59348,suplente
2603801,220725,eleito por qp
2603801,1738906,suplente
2603801,1303621,suplente
2603801,1264217,suplente
2603801,733285,eleito por qp
2603801,1138668,suplente
2603801,950965,suplente
2603801,458254,suplente
2603801,493171,suplente
2609808,1292324,nao eleito
2609808,1015545,nao eleito
2609808,675402,nao eleito
2609808,773841,nao eleito
2616308,1081541,suplente
2616308,1763567,suplente
2616308,926754,suplente
2616308,535256,suplente
2616308,1126384,eleito por qp
2616308,123690,suplente
2616308,123661,suplente
2616308,1306467,suplente
2616308,535377,suplente
2616308,1061225,suplente
2616308,1170564,suplente
2616308,535258,eleito por qp
2616308,716901,suplente
2616308,642550,suplente
2616308,916679,suplente
2616308,1151395,suplente
2616308,1894,suplente
2616308,935461,suplente
2614204,1289195,nao eleito
2614204,1027142,nao eleito
2614204,1148124,nao eleito
2614204,1141936,nao eleito
2614204,1774062,nao eleito
2614204,1562882,nao eleito
2614857,1127730,suplente
2614857,1107219,eleito por qp
2614857,976806,suplente
2614857,1227066,suplente
2614857,1251542,suplente
2614857,754981,suplente
2614857,1240034,suplente
2614857,598506,suplente
2614857,62743,suplente
2614857,217435,suplente
2614857,1080452,suplente
2614857,1209655,suplente
2614857,43407,suplente
2614857,1483792,suplente
2604106,488724,suplente
2604106,549462,suplente
2604106,775146,suplente
2604106,1091132,eleito por qp
2604106,424382,suplente
2604106,1410468,suplente
2604106,1250151,suplente
2604106,1167176,suplente
2604106,1359977,suplente
2604106,1198619,suplente
2604106,1781557,suplente
2604106,1753346,suplente
2604106,1110068,suplente
2604106,157321,suplente
2604106,1461448,suplente
2604106,1326813,suplente
2604106,1513327,suplente
2604106,1775960,suplente
2604106,794978,suplente
2604106,549746,suplente
2604106,1229968,suplente
2604106,1212115,suplente
2604106,1649676,suplente
2604106,1378473,suplente
2604106,1614395,suplente
2604106,1086016,suplente
2604106,903882,suplente
2604106,1794176,suplente
2604106,890266,suplente
2604106,973175,suplente
2604205,165798,nao eleito
2604205,406681,nao eleito
2604205,1292014,nao eleito
2613800,914883,nao eleito
2613800,470754,nao eleito
2613800,494867,nao eleito
2611606,598815,suplente
2611606,153588,suplente
2611606,1611332,suplente
2605301,1393651,suplente
2616209,411654,nao eleito
2616209,1017758,nao eleito
2616209,1195814,nao eleito
2616209,654280,nao eleito
2616209,654298,nao eleito
2616209,1297805,nao eleito
2613305,139883,suplente
2607901,800724,suplente
2603603,1307144,nao eleito
2612307,1366616,suplente
2611101,1356112,suplente
2609600,1101285,suplente
2612554,970720,nao eleito
2612554,1323491,nao eleito
2600302,1091029,suplente
2600302,539815,suplente
2600302,1299919,suplente
2600302,1322589,suplente
2600302,926317,eleito por media
2600302,253359,eleito por qp
2600302,1386929,suplente
2600302,1084527,eleito por qp
2600302,690920,suplente
2600302,110634,suplente
2600302,197049,suplente
2600302,172000,suplente
2600302,1379778,suplente
2610301,634612,eleito por qp
2610301,689746,suplente
2610301,1061296,eleito por qp
2610301,640813,suplente
2610301,835654,eleito por qp
2610301,971999,suplente
2610301,1810111,eleito por media
2610301,730923,suplente
2610301,1344958,suplente
2610301,1132563,suplente
2610301,1183753,suplente
2610301,983718,suplente
2602902,862232,suplente
2602902,1398064,suplente
2602902,1034616,suplente
2602902,913064,suplente
2602902,1147797,suplente
2602902,606907,suplente
2602902,1357620,suplente
2602902,754868,suplente
2602902,234772,eleito por qp
2602902,877278,suplente
2602902,567746,suplente
2602902,596460,suplente
2602902,784682,suplente
2602902,850755,suplente
2602902,1132870,suplente
2602902,1228948,eleito por media
2602902,1063424,suplente
2602902,950980,suplente
2602902,1041717,suplente
2602902,877281,suplente
2602902,1256464,suplente
2602902,1065246,suplente
2602902,1056559,eleito por qp
2602902,726188,suplente
2602902,1114628,suplente
2602902,780022,suplente
2602902,1609347,suplente
2602902,717006,suplente
2602902,104407,suplente
2602902,1117900,suplente
2602902,217884,suplente
2604502,1079622,suplente
2604502,1202281,suplente
2604502,1046434,suplente
2604502,569084,suplente
2604502,1025870,eleito por media
2604502,738033,suplente
2604502,1065099,suplente
2604502,569071,suplente
2604502,1076231,suplente
2604502,558418,suplente
2604502,1250358,suplente
2604502,224179,suplente
2604502,1022088,suplente
2604502,1314865,suplente
2604502,1177349,suplente
2604502,1644703,suplente
2604502,1381448,suplente
2611804,988308,suplente
2611804,1156033,eleito por media
2611804,183992,suplente
2611804,1410790,suplente
2611804,443263,suplente
2611804,1083312,suplente
2611804,1356766,suplente
2611804,925883,suplente
2611804,1142927,suplente
2611804,446202,suplente
2611804,986402,suplente
2611804,1113903,suplente
2611804,670152,eleito por qp
2611804,1406227,suplente
2611804,1360863,suplente
2611804,669310,suplente
2611804,124699,suplente
2611804,1148832,suplente
2611804,534816,suplente
2611804,569067,eleito por qp
2616407,832398,suplente
2616407,1025979,suplente
2616407,770587,suplente
2616407,1095282,eleito por qp
2616407,137534,suplente
2616407,1462186,suplente
2616407,573200,suplente
2616407,570983,suplente
2616407,1800037,eleito por media
2616407,642885,suplente
2616407,1244187,suplente
2616407,1201885,eleito por qp
2616407,1101910,suplente
2616407,759486,suplente
2616407,1222673,suplente
2616407,1225520,eleito por qp
2616407,1106734,suplente
2616407,571041,suplente
2616407,290444,suplente
2616407,60342,suplente
2616407,1762694,suplente
2616407,440353,suplente
2616407,64181,suplente
2616407,1276835,suplente
2616407,1162272,suplente
2616407,759510,suplente
2616407,1026328,suplente
2616407,1244188,suplente
2616407,1104841,suplente
2603306,392277,eleito por qp
2603306,1271367,eleito por qp
2603306,1155570,eleito por qp
2603306,640975,suplente
2603306,1500526,eleito por media
2603306,590468,eleito por qp
2603306,1089675,suplente
2603306,667471,eleito por qp
2603306,247973,suplente
2603306,1086106,suplente
2615003,1109383,nao eleito
2615003,1253677,nao eleito
2615003,263910,nao eleito
2615003,1350923,nao eleito
2615003,716178,nao eleito
2615409,1056378,suplente
2615409,1507085,eleito por qp
2615409,1353993,suplente
2615409,1314728,suplente
2615409,1068982,suplente
2615409,167603,suplente
2615409,1149863,suplente
2615409,979572,suplente
2615409,443534,suplente
2615409,632235,eleito por media
2615409,1448538,suplente
2615409,1416664,eleito por qp
2615409,286242,suplente
2615409,472671,suplente
2615409,1341165,suplente
2615409,1021565,suplente
2615409,341485,eleito por qp
2615409,1083687,eleito por qp
2615409,1335292,suplente
2607505,1009075,eleito por qp
2607505,871789,suplente
2607505,1514177,suplente
2607505,597212,eleito por qp
2607505,612570,suplente
2607505,701829,suplente
2607505,1199893,suplente
2607505,1728766,suplente
2607505,1323308,suplente
2607505,1482352,suplente
2607505,240068,suplente
2607505,1221181,eleito por media
2607505,224901,suplente
2607505,699619,suplente
2607505,33025,suplente
2615805,5548,eleito por qp
